dat_referencia;origem;cp;regional;uf;municipio;psr;velocidade;estacao;fabricante;modelo;modelo_descricao;planta
2026-02-01;som;FLIXFIBRA00019;SUL;SC;JOINVILLE;ABILITY;400 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;200 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;13
2026-02-01;omr;NIO;SUL;SC;JOINVILLE;ABILITY;400 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;77
2026-02-01;som;BWTELECOM;SUL;SC;JOINVILLE;ABILITY;400 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;7
2026-02-01;som;FLIXFIBRA00019;SUL;SC;JOINVILLE;ABILITY;600 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;5
2026-02-01;omr;NIO;SUL;SC;JOINVILLE;ABILITY;500 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;158
2026-02-01;omr;NIO;SUL;SC;JOINVILLE;ABILITY;700 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;791
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;1000 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;9
2026-02-01;bov;NIO;SUL;SC;JOINVILLE;ABILITY;1000 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;13
2026-02-01;bov;NIO;SUL;SC;JOINVILLE;ABILITY;500 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;66
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;400 MBPS;JVE;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;41
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;1000 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;500 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;57
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;500 MBPS;KARS;HUAWEI;HG8145V5;;1
2026-02-01;som;FLIXFIBRA00019;SUL;SC;BLUMENAU;ABILITY;400 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;600 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;96
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;600 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;som;BWTELECOM;SUL;SC;BLUMENAU;ABILITY;500 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;700 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;100 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;15
2026-02-01;som;BWTELECOM;SUL;SC;BLUMENAU;ABILITY;600 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;700 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;173
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;400 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;5
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;200 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;35
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;500 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;33
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;400 MBPS;KARS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;18
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;9
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;100 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;66
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;500MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;200 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;som;BWTELECOM;SUL;SC;LAGES;ABILITY;300 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;7
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;400 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;74
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;202
2026-02-01;som;OBVIOUS;SUL;SC;LAGES;ABILITY;400 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;200 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;207
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;600 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;662
2026-02-01;som;BWTELECOM;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;400 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;140
2026-02-01;som;OBVIOUS;SUL;SC;LAGES;ABILITY;600 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;8
2026-02-01;som;BWTELECOM;SUL;SC;LAGES;ABILITY;400 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;700 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;842
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;50 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;200 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;296
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;170
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;100 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;47
2026-02-01;som;NIO;;;;ABILITY;500MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;1000 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;23
2026-02-01;som;FLIXFIBRA00019;SUL;SC;LAGES;ABILITY;600 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;307
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;600 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;25
2026-02-01;som;OBVIOUS;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;7
2026-02-01;som;BWTELECOM;SUL;SC;LAGES;ABILITY;200 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;700 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;644
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;HUAWEI;HG8145V5;;3
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;400 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;17
2026-02-01;som;FLIXFIBRA00019;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;1000 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;bov;NIO;SUL;SC;LAGES;ABILITY;600 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;508
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;700 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;21
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;1000 MBPS;LGS;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;23
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;200 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;400 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;700 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;500 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;12
2026-02-01;omr;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;500 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;TIM;SUDESTE;RJ;NOVA IGUACU;ABILITY;500 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;600 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;600 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;TIM;SUDESTE;RJ;NOVA IGUACU;ABILITY;600 MBPS;MAO;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;600 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;23
2026-02-01;som;FLIXFIBRA00019;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;600 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;15
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;500 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;57
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;1000 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;som;AMIGONET00058;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;600 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;400 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;15
2026-02-01;som;FLIXFIBRA00019;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;500 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;8
2026-02-01;omr;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;500 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;21
2026-02-01;omr;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;700 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;44
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;100 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;600 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;39
2026-02-01;omr;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;1000 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;5
2026-02-01;omr;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;200 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;omr;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;100 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;FLIXFIBRA00019;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;200 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;700 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;10
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;400 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;som;AMIGONET00058;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;500 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;FLIXFIBRA00019;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;250 MBPS;MCZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;FLIXFIBRA00019;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;600 MBPS;MDC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;som;FLIXFIBRA00019;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;500 MBPS;MDC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;600 MBPS;MDC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;500 MBPS;MDC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;som;NIO;SUDESTE;SP;MOGI DAS CRUZES;ABILITY;700 MBPS;MDC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;128
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;600 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;500 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;29
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;500 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;23
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;200 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;18
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;400 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;10
2026-02-01;som;FLIXFIBRA00019;SUL;SC;FLORIANOPOLIS;ABILITY;600 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;1000 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;5
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;1000 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;400 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;600 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;59
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;MEVD;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;omr;NIO;SUDESTE;RJ;NITEROI;ABILITY;600 MBPS;MPA;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;RJ;NITEROI;ABILITY;500 MBPS;MPA;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;200 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;24
2026-02-01;bov;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;400 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;16
2026-02-01;som;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;500MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;400 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;15
2026-02-01;som;OBVIOUS;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;500 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;400 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;92
2026-02-01;bov;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;600 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;32
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;700 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;219
2026-02-01;som;NIO;;;;ABILITY;500MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;700 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;11
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;500 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;bov;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;500 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;15
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;600 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;700 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;200 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;600 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;252
2026-02-01;bov;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;200 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;10
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;500 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;78
2026-02-01;som;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;1000 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;bov;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;som;OBVIOUS;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;600 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;7
2026-02-01;som;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;500 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;587
2026-02-01;bov;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;1000 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;7
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;1000 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;22
2026-02-01;som;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;600 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;8
2026-02-01;bov;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;700 MBPS;MPBZ;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;63
2026-02-01;som;NIO;SUDESTE;RJ;MARICA;ABILITY;700 MBPS;MRC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;RJ;MARICA;ABILITY;600 MBPS;MRC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;RJ;MARICA;ABILITY;500 MBPS;MRC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;24
2026-02-01;som;NIO;SUDESTE;RJ;MARICA;ABILITY;1000 MBPS;MRC;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;bov;NIO;SUDESTE;RJ;MESQUITA;ABILITY;600 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;som;TIM;SUDESTE;RJ;NOVA IGUACU;ABILITY;600 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;15
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;600 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;45
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;400 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;33
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;200 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;5
2026-02-01;bov;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;500 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;2
2026-02-01;omr;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;200 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
2026-02-01;omr;NIO;SUDESTE;RJ;MESQUITA;ABILITY;600 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;10
2026-02-01;bov;NIO;SUDESTE;RJ;MESQUITA;ABILITY;700 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;4
2026-02-01;omr;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;600 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;24
2026-02-01;omr;NIO;SUDESTE;RJ;MESQUITA;ABILITY;400 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;7
2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;1000 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;1
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;500 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;233
2026-02-01;omr;NIO;SUDESTE;RJ;MESQUITA;ABILITY;700 MBPS;NIU;HUAWEI TECHNOLOGIES CO., LTD.;HG8145V5;HG8145V5;3
